idade,data,estado,salario,nivel_educacao,numero_filhos,estado_civil,area_atuacao
47,1977-01-19,Roraima,19361.01,Pós-graduação,3,Divorciado(a),Tecnologia
57,1967-08-03,Paraíba,3566.33,Doutorado,5,Viúvo(a),Marketing
28,1996-08-19,Minas Gerais,9242.89,Ensino Fundamental,5,Viúvo(a),Direito
37,1987-04-20,Mato Grosso,2076.61,Pós-graduação,0,Viúvo(a),Tecnologia
51,1973-06-28,Sergipe,14640.36,Pós-graduação,2,Viúvo(a),Engenharia
27,1997-04-01,Mato Grosso,2833.47,Ensino Médio,1,Solteiro(a),Direito
31,1993-01-11,Rio Grande do Sul,3985.23,Doutorado,5,Solteiro(a),Engenharia
20,2004-08-17,Ceará,5284.93,Pós-graduação,0,Casado(a),Marketing
23,2001-05-06,Espírito Santo,11107.73,Ensino Médio,4,Divorciado(a),Tecnologia
49,1975-03-17,Santa Catarina,4017.77,Pós-graduação,0,Viúvo(a),Engenharia
46,1978-06-19,Maranhão,19416.73,Ensino Médio,3,Divorciado(a),Marketing
21,2003-06-08,Piauí,14892.66,Doutorado,4,Solteiro(a),Engenharia
51,1972-11-08,Minas Gerais,8183.76,Graduação,2,Divorciado(a),Direito
26,1998-04-12,Mato Grosso,4035.05,Doutorado,0,Solteiro(a),Saúde
36,1987-10-30,Goiás,14293.52,Doutorado,2,Viúvo(a),Direito
27,1997-05-03,Ceará,17034.17,Graduação,2,Solteiro(a),Direito
19,2004-10-02,Sergipe,16413.84,Ensino Médio,0,Solteiro(a),Marketing
51,1972-09-10,Paraná,15933.39,Ensino Médio,2,Casado(a),Marketing
32,1992-02-29,Piauí,13641.97,Ensino Fundamental,4,Solteiro(a),Direito
44,1980-04-19,Acre,18056.0,Mestrado,0,Casado(a),Engenharia
48,1975-09-16,Santa Catarina,6946.43,Ensino Fundamental,4,Viúvo(a),Marketing
43,1980-12-29,Tocantins,2016.08,Mestrado,3,Divorciado(a),Engenharia
37,1986-09-02,Paraíba,17057.34,Ensino Médio,3,Divorciado(a),Marketing
24,2000-05-01,Acre,5688.85,Ensino Médio,0,Divorciado(a),Engenharia
21,2003-04-05,Tocantins,13053.3,Ensino Médio,4,Divorciado(a),Finanças
57,1966-10-01,Sergipe,13799.03,Ensino Médio,5,Solteiro(a),Engenharia
49,1975-01-31,Pernambuco,3868.25,Mestrado,2,Divorciado(a),Saúde
53,1970-10-21,Pará,18608.38,Ensino Fundamental,5,Solteiro(a),Saúde
27,1997-03-26,Distrito Federal,19868.76,Doutorado,1,Casado(a),Marketing
44,1979-11-03,Bahia,6208.18,Doutorado,2,Divorciado(a),Saúde
50,1973-09-14,Paraná,18244.19,Graduação,4,Divorciado(a),Marketing
37,1987-07-29,Mato Grosso do Sul,18231.27,Graduação,3,Divorciado(a),Direito
35,1989-02-22,Minas Gerais,12582.14,Pós-graduação,3,Viúvo(a),Direito
31,1992-09-24,Santa Catarina,19401.58,Mestrado,0,Divorciado(a),Engenharia
48,1975-10-12,Rio de Janeiro,19521.57,Graduação,0,Divorciado(a),Educação
26,1997-12-02,Pernambuco,18430.42,Ensino Médio,2,Casado(a),Marketing
58,1966-02-20,Roraima,2235.6,Pós-graduação,0,Casado(a),Tecnologia
49,1974-11-12,Rondônia,2098.42,Doutorado,2,Casado(a),Educação
52,1971-08-24,Alagoas,10152.0,Graduação,2,Viúvo(a),Marketing
56,1967-10-19,Goiás,6141.07,Mestrado,4,Divorciado(a),Saúde
23,2001-01-10,Ceará,13383.74,Ensino Fundamental,3,Casado(a),Tecnologia
49,1974-08-25,Mato Grosso,5288.89,Doutorado,2,Casado(a),Engenharia
59,1965-03-18,Goiás,18522.95,Pós-graduação,3,Casado(a),Educação
19,2004-08-24,Goiás,9124.51,Doutorado,1,Divorciado(a),Tecnologia
41,1983-07-15,Rondônia,15807.18,Ensino Fundamental,3,Casado(a),Saúde
32,1991-12-19,Sergipe,6796.98,Mestrado,2,Viúvo(a),Marketing
31,1992-11-18,Mato Grosso do Sul,11314.27,Ensino Médio,1,Divorciado(a),Marketing
59,1964-12-20,Pernambuco,5689.64,Ensino Fundamental,1,Casado(a),Direito
52,1971-10-02,São Paulo,3278.98,Mestrado,2,Viúvo(a),Marketing
27,1997-01-02,Bahia,13268.0,Doutorado,1,Viúvo(a),Tecnologia
20,2003-12-28,Mato Grosso,19030.95,Doutorado,3,Casado(a),Finanças
55,1969-03-02,Mato Grosso,6536.35,Doutorado,2,Divorciado(a),Educação
48,1976-06-10,Tocantins,17188.64,Ensino Médio,2,Casado(a),Tecnologia
45,1978-11-07,Tocantins,3582.6,Ensino Médio,5,Divorciado(a),Saúde
41,1982-10-21,Goiás,9889.38,Graduação,3,Divorciado(a),Educação
46,1977-09-17,Pará,2359.02,Ensino Médio,3,Divorciado(a),Saúde
57,1966-10-11,São Paulo,11259.0,Ensino Médio,0,Viúvo(a),Marketing
46,1978-02-17,Mato Grosso,4043.81,Doutorado,2,Casado(a),Saúde
60,1964-01-03,Bahia,8451.95,Mestrado,3,Divorciado(a),Finanças
30,1993-08-31,Santa Catarina,17802.41,Pós-graduação,0,Viúvo(a),Educação
31,1992-08-30,Rio de Janeiro,16914.63,Ensino Médio,1,Viúvo(a),Educação
39,1984-10-04,Tocantins,2564.76,Ensino Fundamental,1,Casado(a),Saúde
46,1978-06-16,Rio Grande do Norte,14020.37,Doutorado,1,Viúvo(a),Engenharia
28,1996-03-12,Roraima,5174.4,Pós-graduação,4,Viúvo(a),Saúde
46,1977-11-13,Ceará,19012.67,Doutorado,0,Viúvo(a),Finanças
33,1991-08-20,Amapá,4777.69,Pós-graduação,1,Viúvo(a),Educação
39,1985-02-11,Pernambuco,2923.88,Graduação,3,Divorciado(a),Direito
37,1986-11-04,Sergipe,10732.43,Ensino Médio,3,Viúvo(a),Tecnologia
39,1984-12-08,Sergipe,10360.58,Doutorado,5,Casado(a),Saúde
32,1992-07-14,Roraima,16055.11,Mestrado,0,Viúvo(a),Engenharia
34,1990-06-15,Distrito Federal,2806.02,Ensino Médio,1,Casado(a),Direito
38,1985-11-02,Piauí,5670.67,Mestrado,4,Viúvo(a),Tecnologia
30,1993-11-16,Amapá,6181.88,Ensino Médio,5,Solteiro(a),Marketing
23,2000-11-26,Paraná,13630.04,Ensino Fundamental,1,Solteiro(a),Marketing
33,1990-11-07,Ceará,3201.82,Ensino Fundamental,2,Divorciado(a),Finanças
20,2004-04-22,Paraná,2319.33,Doutorado,2,Divorciado(a),Finanças
50,1973-11-25,São Paulo,17876.82,Graduação,0,Solteiro(a),Direito
23,2001-02-14,Maranhão,13702.38,Ensino Fundamental,2,Casado(a),Tecnologia
23,2001-01-05,Ceará,4109.11,Pós-graduação,4,Solteiro(a),Educação
40,1983-10-04,Santa Catarina,8109.24,Doutorado,2,Solteiro(a),Direito
24,1999-12-27,Roraima,15561.78,Graduação,1,Solteiro(a),Saúde
24,2000-01-23,Rondônia,12013.14,Ensino Fundamental,4,Divorciado(a),Engenharia
53,1970-09-12,Piauí,15587.44,Ensino Médio,0,Divorciado(a),Finanças
22,2002-07-06,Pará,5932.89,Ensino Médio,3,Viúvo(a),Educação
53,1970-12-24,Mato Grosso,18107.57,Doutorado,1,Divorciado(a),Direito
37,1986-12-27,Goiás,6330.57,Pós-graduação,5,Solteiro(a),Tecnologia
21,2003-08-11,Rio Grande do Sul,12913.19,Ensino Fundamental,5,Viúvo(a),Educação
54,1970-01-03,Mato Grosso,6719.66,Ensino Médio,5,Casado(a),Educação
42,1981-10-01,Minas Gerais,4176.32,Graduação,3,Viúvo(a),Tecnologia
42,1982-04-30,Mato Grosso,5011.99,Doutorado,5,Casado(a),Saúde
24,2000-02-29,Sergipe,13801.39,Pós-graduação,4,Solteiro(a),Engenharia
24,2000-08-02,Amazonas,10262.14,Mestrado,5,Viúvo(a),Tecnologia
38,1985-12-12,Mato Grosso do Sul,5423.15,Ensino Fundamental,5,Viúvo(a),Finanças
25,1999-08-03,Goiás,12061.69,Doutorado,3,Casado(a),Saúde
28,1996-04-15,Paraná,2048.46,Ensino Médio,1,Divorciado(a),Finanças
52,1972-03-26,Goiás,4280.79,Doutorado,2,Casado(a),Tecnologia
31,1993-03-04,Maranhão,8695.18,Doutorado,3,Divorciado(a),Tecnologia
38,1986-02-12,Alagoas,19646.23,Mestrado,2,Viúvo(a),Educação
31,1993-02-22,Alagoas,14169.73,Ensino Médio,5,Solteiro(a),Marketing
48,1975-10-21,Alagoas,14481.73,Ensino Fundamental,3,Divorciado(a),Direito
30,1993-09-29,Santa Catarina,2780.74,Ensino Fundamental,3,Solteiro(a),Direito
42,1982-02-05,Tocantins,3737.09,Doutorado,0,Divorciado(a),Finanças
38,1985-09-01,Acre,12546.11,Pós-graduação,5,Viúvo(a),Finanças
24,2000-03-26,Piauí,7211.4,Pós-graduação,3,Casado(a),Marketing
34,1990-08-05,Santa Catarina,18273.17,Ensino Fundamental,4,Viúvo(a),Saúde
57,1967-03-18,São Paulo,12254.86,Mestrado,3,Casado(a),Direito
43,1981-05-03,Rio de Janeiro,4513.73,Doutorado,1,Divorciado(a),Finanças
21,2003-04-22,Goiás,18553.13,Pós-graduação,4,Casado(a),Educação
39,1985-05-30,São Paulo,10261.0,Ensino Fundamental,2,Solteiro(a),Saúde
55,1969-02-09,Acre,3273.5,Graduação,4,Solteiro(a),Finanças
44,1980-07-11,Espírito Santo,18858.96,Mestrado,4,Viúvo(a),Direito
60,1964-08-18,Espírito Santo,13480.08,Graduação,3,Casado(a),Direito
37,1987-06-12,Bahia,15779.87,Ensino Médio,4,Solteiro(a),Tecnologia
46,1978-05-19,Espírito Santo,7855.3,Doutorado,4,Solteiro(a),Educação
26,1998-07-31,Alagoas,18045.43,Doutorado,1,Solteiro(a),Educação
28,1996-01-07,Mato Grosso,15992.33,Doutorado,1,Divorciado(a),Educação
28,1995-12-13,Maranhão,16341.04,Graduação,5,Casado(a),Saúde
33,1991-04-06,Rio Grande do Norte,14265.69,Pós-graduação,5,Casado(a),Engenharia
21,2002-11-08,Amapá,12782.43,Mestrado,1,Divorciado(a),Finanças
60,1964-02-20,Pará,8986.75,Pós-graduação,3,Divorciado(a),Saúde
37,1986-09-04,Paraíba,19354.54,Ensino Fundamental,3,Solteiro(a),Direito
25,1998-10-15,Roraima,15758.39,Doutorado,1,Viúvo(a),Engenharia
41,1983-02-11,Paraná,6364.08,Graduação,0,Casado(a),Marketing
59,1965-03-25,Piauí,15249.31,Pós-graduação,5,Casado(a),Tecnologia
29,1995-03-02,Santa Catarina,6484.28,Ensino Médio,0,Solteiro(a),Engenharia
36,1988-06-18,Pernambuco,18489.7,Ensino Médio,3,Divorciado(a),Marketing
32,1992-01-27,Rio Grande do Norte,16162.15,Mestrado,5,Divorciado(a),Engenharia
32,1992-03-17,Ceará,18552.26,Ensino Médio,1,Casado(a),Educação
29,1995-05-25,Tocantins,16180.75,Mestrado,2,Viúvo(a),Saúde
46,1978-03-08,Amapá,15089.55,Graduação,3,Solteiro(a),Finanças
35,1989-02-08,Paraná,7431.52,Graduação,4,Divorciado(a),Tecnologia
27,1997-03-24,Rondônia,19718.89,Mestrado,2,Casado(a),Engenharia
42,1981-11-07,Rio Grande do Sul,2364.69,Graduação,1,Solteiro(a),Engenharia
28,1995-09-07,Pará,6716.89,Pós-graduação,3,Viúvo(a),Direito
28,1996-08-15,Rondônia,5829.07,Pós-graduação,0,Viúvo(a),Tecnologia
56,1968-01-11,Rio de Janeiro,12775.58,Pós-graduação,0,Divorciado(a),Marketing
34,1990-06-15,Alagoas,18064.9,Mestrado,3,Viúvo(a),Direito
49,1975-06-01,Goiás,18028.39,Ensino Médio,0,Casado(a),Marketing
29,1995-02-13,Ceará,4943.28,Graduação,3,Divorciado(a),Educação
23,2001-07-13,Paraíba,14968.24,Pós-graduação,5,Solteiro(a),Finanças
40,1984-01-02,Amazonas,7184.24,Ensino Médio,0,Casado(a),Saúde
21,2002-12-31,Distrito Federal,9030.79,Doutorado,5,Viúvo(a),Saúde
48,1976-08-12,Roraima,14098.67,Doutorado,1,Viúvo(a),Saúde
28,1995-12-22,Ceará,9512.62,Graduação,1,Divorciado(a),Finanças
45,1978-11-11,Minas Gerais,16303.99,Pós-graduação,4,Casado(a),Marketing
18,2006-06-23,Distrito Federal,12149.13,Graduação,3,Viúvo(a),Engenharia
29,1994-08-30,Espírito Santo,7578.36,Graduação,0,Solteiro(a),Saúde
58,1966-08-08,Pará,14951.55,Doutorado,4,Divorciado(a),Saúde
48,1975-12-04,Rondônia,14200.9,Pós-graduação,5,Divorciado(a),Tecnologia
42,1982-01-26,Rio de Janeiro,16061.03,Mestrado,4,Solteiro(a),Educação
30,1994-08-16,Piauí,5522.82,Mestrado,4,Viúvo(a),Tecnologia
53,1970-12-03,Amapá,12384.92,Mestrado,3,Solteiro(a),Engenharia
51,1973-08-04,Tocantins,9432.21,Ensino Médio,3,Casado(a),Finanças
36,1987-10-17,Minas Gerais,16670.12,Graduação,2,Viúvo(a),Marketing
29,1995-04-24,Distrito Federal,3906.34,Pós-graduação,0,Solteiro(a),Tecnologia
46,1977-08-29,São Paulo,11605.04,Graduação,1,Viúvo(a),Saúde
53,1971-04-06,Piauí,17297.11,Doutorado,0,Casado(a),Educação
30,1993-10-02,Bahia,15249.34,Ensino Fundamental,0,Viúvo(a),Engenharia
35,1989-02-16,Sergipe,19133.52,Ensino Fundamental,1,Casado(a),Direito
52,1972-04-22,Mato Grosso,2627.25,Doutorado,0,Casado(a),Finanças
51,1973-03-27,Santa Catarina,7707.48,Ensino Fundamental,5,Casado(a),Saúde
35,1988-08-28,Maranhão,14933.59,Pós-graduação,2,Divorciado(a),Marketing
26,1997-09-26,Piauí,9976.36,Ensino Fundamental,5,Casado(a),Tecnologia
24,2000-08-18,Bahia,5234.39,Doutorado,4,Divorciado(a),Direito
54,1970-02-21,Amapá,5692.57,Doutorado,3,Solteiro(a),Finanças
51,1973-01-26,Piauí,4574.29,Ensino Médio,4,Viúvo(a),Finanças
47,1976-10-25,Rondônia,5399.87,Ensino Médio,5,Divorciado(a),Saúde
36,1987-09-11,Paraná,10229.45,Doutorado,2,Viúvo(a),Finanças
45,1978-09-06,Amazonas,10669.33,Doutorado,0,Divorciado(a),Finanças
21,2003-03-04,Espírito Santo,16530.0,Ensino Fundamental,3,Viúvo(a),Saúde
28,1995-09-08,Minas Gerais,11610.42,Pós-graduação,4,Viúvo(a),Engenharia
46,1978-06-12,Goiás,11457.21,Mestrado,4,Casado(a),Direito
40,1984-07-21,Paraíba,6465.25,Ensino Fundamental,0,Solteiro(a),Educação
21,2003-03-04,Mato Grosso,17776.14,Graduação,0,Divorciado(a),Engenharia
36,1988-05-27,São Paulo,8744.66,Graduação,2,Divorciado(a),Marketing
57,1967-08-14,Distrito Federal,8770.49,Ensino Fundamental,4,Solteiro(a),Finanças
40,1984-07-01,Paraíba,15692.9,Pós-graduação,5,Divorciado(a),Educação
39,1984-10-25,Sergipe,4277.33,Graduação,2,Casado(a),Saúde
31,1993-07-20,Paraná,16022.29,Ensino Médio,3,Solteiro(a),Tecnologia
33,1991-05-20,Santa Catarina,18448.62,Ensino Fundamental,1,Solteiro(a),Direito
27,1997-03-06,Rio Grande do Norte,13559.38,Mestrado,4,Solteiro(a),Engenharia
31,1992-12-17,Tocantins,2464.44,Doutorado,3,Solteiro(a),Marketing
32,1992-06-07,Bahia,11896.4,Doutorado,1,Divorciado(a),Tecnologia
37,1986-10-04,Bahia,9285.95,Doutorado,3,Casado(a),Educação
32,1991-12-13,Tocantins,9860.73,Pós-graduação,4,Solteiro(a),Engenharia
31,1993-07-23,Amapá,13500.63,Ensino Médio,5,Solteiro(a),Educação
26,1997-08-26,Amazonas,6805.76,Graduação,2,Casado(a),Tecnologia
31,1992-09-05,Paraná,3838.8,Pós-graduação,3,Viúvo(a),Educação
39,1984-10-23,Santa Catarina,18925.34,Graduação,3,Casado(a),Tecnologia
26,1998-03-28,Sergipe,3107.33,Pós-graduação,2,Solteiro(a),Finanças
51,1973-05-10,Bahia,14383.36,Graduação,1,Divorciado(a),Direito
33,1990-10-18,Mato Grosso,9949.74,Doutorado,1,Casado(a),Direito
34,1990-05-14,Pernambuco,6476.79,Graduação,0,Casado(a),Finanças
25,1998-12-15,Distrito Federal,16619.99,Ensino Fundamental,2,Divorciado(a),Finanças
46,1978-01-12,Rio Grande do Sul,4507.93,Ensino Fundamental,2,Casado(a),Engenharia
24,1999-11-26,Tocantins,8199.7,Pós-graduação,3,Solteiro(a),Saúde
31,1993-01-31,Maranhão,16793.96,Graduação,4,Casado(a),Finanças
49,1975-04-18,Mato Grosso,7628.73,Ensino Médio,2,Solteiro(a),Saúde
18,2006-07-22,Tocantins,7450.09,Ensino Médio,2,Viúvo(a),Marketing
39,1985-01-16,Amazonas,14186.05,Ensino Fundamental,2,Divorciado(a),Finanças
59,1965-07-08,Piauí,14617.03,Ensino Médio,1,Solteiro(a),Direito
43,1981-01-23,Goiás,10830.8,Pós-graduação,3,Casado(a),Saúde
59,1964-08-23,Pernambuco,7385.14,Mestrado,0,Divorciado(a),Tecnologia
43,1981-08-12,Mato Grosso do Sul,9764.22,Mestrado,0,Casado(a),Educação
51,1973-03-13,Distrito Federal,10510.75,Pós-graduação,2,Solteiro(a),Saúde
43,1980-09-14,Rondônia,12747.3,Mestrado,2,Solteiro(a),Marketing
49,1974-11-09,Santa Catarina,10519.24,Ensino Médio,2,Solteiro(a),Direito
19,2005-05-19,Rio de Janeiro,14664.12,Ensino Fundamental,1,Divorciado(a),Engenharia
50,1974-08-12,Amazonas,17790.15,Ensino Médio,0,Solteiro(a),Engenharia
21,2002-09-20,Rio Grande do Norte,17798.59,Graduação,3,Solteiro(a),Engenharia
36,1988-01-22,Maranhão,7312.19,Pós-graduação,5,Viúvo(a),Educação
25,1999-01-29,Piauí,18866.98,Doutorado,2,Casado(a),Educação
60,1964-01-17,Mato Grosso do Sul,4076.64,Ensino Fundamental,5,Divorciado(a),Finanças
19,2004-12-11,Amapá,14339.31,Doutorado,4,Solteiro(a),Tecnologia
28,1996-08-08,Goiás,6486.59,Doutorado,2,Solteiro(a),Educação
59,1965-02-23,Rondônia,6307.76,Mestrado,5,Solteiro(a),Finanças
27,1997-07-21,Pará,10405.56,Graduação,0,Viúvo(a),Educação
50,1974-03-16,Pernambuco,9632.33,Graduação,3,Casado(a),Saúde
38,1986-06-20,Mato Grosso do Sul,13335.28,Doutorado,5,Divorciado(a),Finanças
57,1967-02-03,Santa Catarina,5734.28,Mestrado,2,Casado(a),Marketing
18,2006-06-13,Ceará,3431.08,Graduação,5,Divorciado(a),Marketing
36,1988-08-16,Rio Grande do Norte,4171.92,Mestrado,5,Divorciado(a),Finanças
56,1968-01-30,Goiás,7287.09,Mestrado,1,Casado(a),Tecnologia
55,1968-11-22,Piauí,3362.36,Pós-graduação,4,Viúvo(a),Finanças
49,1975-06-25,Rio Grande do Sul,15377.07,Pós-graduação,3,Solteiro(a),Saúde
50,1974-08-14,Amapá,5861.7,Ensino Fundamental,3,Solteiro(a),Tecnologia
25,1998-11-07,Distrito Federal,3482.96,Graduação,5,Viúvo(a),Marketing
49,1974-12-20,Piauí,5486.04,Mestrado,1,Casado(a),Engenharia
50,1974-06-04,São Paulo,17173.26,Ensino Médio,5,Casado(a),Marketing
58,1965-12-09,Distrito Federal,4193.86,Graduação,0,Divorciado(a),Educação
48,1976-03-05,Distrito Federal,9735.14,Doutorado,4,Casado(a),Finanças
31,1993-02-04,Goiás,14617.02,Graduação,4,Divorciado(a),Finanças
18,2005-10-23,Acre,5313.69,Doutorado,5,Viúvo(a),Educação
18,2006-07-12,Rio de Janeiro,5628.18,Mestrado,4,Solteiro(a),Tecnologia
44,1979-12-24,Acre,11308.43,Graduação,0,Viúvo(a),Finanças
45,1979-04-17,Pará,13036.96,Mestrado,5,Casado(a),Saúde
36,1988-08-17,Rio Grande do Sul,12523.6,Ensino Fundamental,3,Solteiro(a),Tecnologia
20,2004-03-16,Amapá,9677.24,Doutorado,5,Casado(a),Tecnologia
40,1984-04-27,Pará,10282.35,Mestrado,1,Divorciado(a),Educação
34,1989-09-16,Santa Catarina,10306.35,Ensino Médio,1,Viúvo(a),Direito
51,1973-06-06,Tocantins,6009.18,Pós-graduação,5,Casado(a),Engenharia
29,1995-08-21,Tocantins,13034.75,Ensino Fundamental,0,Casado(a),Engenharia
58,1966-05-31,Bahia,11125.08,Ensino Fundamental,5,Solteiro(a),Finanças
57,1966-08-24,São Paulo,12797.56,Ensino Fundamental,1,Solteiro(a),Saúde
48,1976-08-14,Piauí,14710.42,Ensino Fundamental,5,Viúvo(a),Engenharia
47,1977-05-30,Alagoas,9590.69,Doutorado,2,Solteiro(a),Tecnologia
57,1966-10-19,Paraná,7652.27,Graduação,0,Solteiro(a),Tecnologia
58,1966-07-31,Alagoas,13801.64,Graduação,4,Divorciado(a),Educação
26,1997-10-03,Piauí,9579.21,Ensino Médio,4,Divorciado(a),Educação
39,1985-02-02,São Paulo,10584.58,Ensino Médio,5,Casado(a),Saúde
44,1979-08-27,Ceará,13623.7,Ensino Médio,5,Casado(a),Engenharia
53,1971-07-03,Maranhão,2323.09,Ensino Médio,1,Viúvo(a),Tecnologia
58,1965-12-20,Paraná,2899.55,Pós-graduação,5,Solteiro(a),Tecnologia
54,1970-01-04,Amapá,9450.57,Mestrado,3,Casado(a),Educação
51,1973-01-14,Paraíba,5784.05,Mestrado,4,Viúvo(a),Engenharia
52,1972-02-12,Piauí,10769.1,Doutorado,1,Casado(a),Engenharia
40,1984-02-22,Santa Catarina,7536.33,Mestrado,2,Viúvo(a),Finanças
34,1989-09-23,Pará,6454.25,Ensino Médio,4,Casado(a),Educação
26,1997-09-13,Tocantins,18011.17,Doutorado,2,Viúvo(a),Engenharia
58,1966-03-10,Espírito Santo,16240.09,Ensino Fundamental,1,Solteiro(a),Educação
21,2002-10-28,Santa Catarina,18533.77,Ensino Fundamental,3,Casado(a),Direito
57,1967-03-27,Ceará,12147.79,Doutorado,1,Casado(a),Direito
27,1997-05-16,Goiás,13371.93,Doutorado,3,Viúvo(a),Direito
52,1971-11-16,Espírito Santo,6087.98,Graduação,4,Solteiro(a),Tecnologia
25,1999-06-21,Mato Grosso,16832.3,Ensino Fundamental,0,Solteiro(a),Tecnologia
52,1971-11-14,Sergipe,14806.5,Ensino Fundamental,2,Casado(a),Tecnologia
26,1998-05-17,Amapá,6337.47,Ensino Médio,5,Solteiro(a),Tecnologia
49,1975-03-31,Rondônia,9004.06,Doutorado,2,Solteiro(a),Engenharia
38,1986-03-15,Goiás,16276.24,Ensino Fundamental,4,Divorciado(a),Educação
43,1980-12-12,Distrito Federal,16298.64,Mestrado,3,Casado(a),Marketing
26,1998-06-30,Rio Grande do Sul,17898.08,Graduação,1,Divorciado(a),Tecnologia
51,1973-04-25,Bahia,6445.41,Mestrado,1,Solteiro(a),Saúde
25,1998-10-07,Rio Grande do Sul,2056.55,Ensino Médio,3,Solteiro(a),Marketing
44,1980-08-04,Acre,5167.64,Doutorado,0,Casado(a),Finanças
60,1963-10-10,Roraima,7720.21,Ensino Médio,2,Divorciado(a),Direito
41,1983-05-28,Mato Grosso,15855.18,Graduação,5,Casado(a),Saúde
43,1981-03-04,Sergipe,9643.78,Graduação,2,Viúvo(a),Tecnologia
47,1977-03-21,Rio de Janeiro,16115.62,Doutorado,2,Casado(a),Finanças
30,1994-01-17,Mato Grosso do Sul,14542.83,Mestrado,1,Casado(a),Engenharia
48,1976-02-03,Espírito Santo,17947.72,Pós-graduação,5,Casado(a),Engenharia
42,1981-12-28,Amapá,14532.44,Pós-graduação,0,Solteiro(a),Marketing
39,1984-09-20,Espírito Santo,17083.74,Pós-graduação,2,Viúvo(a),Marketing
42,1982-08-15,Espírito Santo,14246.93,Mestrado,4,Casado(a),Educação
36,1988-06-14,Distrito Federal,9020.39,Ensino Médio,5,Viúvo(a),Marketing
47,1976-12-22,São Paulo,4222.9,Mestrado,3,Viúvo(a),Educação
60,1964-06-19,Espírito Santo,3530.59,Mestrado,3,Divorciado(a),Marketing
41,1983-02-26,Acre,3670.46,Ensino Fundamental,4,Solteiro(a),Finanças
41,1983-06-26,Ceará,9995.87,Ensino Fundamental,3,Viúvo(a),Finanças
34,1990-04-28,Maranhão,8912.6,Pós-graduação,1,Viúvo(a),Direito
34,1990-08-20,Paraíba,17164.06,Mestrado,2,Casado(a),Tecnologia
41,1983-08-03,Santa Catarina,10367.23,Graduação,5,Viúvo(a),Tecnologia
46,1977-10-29,Paraná,16142.88,Pós-graduação,4,Solteiro(a),Finanças
19,2004-12-21,Mato Grosso,13622.86,Pós-graduação,2,Casado(a),Educação
27,1996-12-07,Amazonas,16139.22,Graduação,0,Solteiro(a),Saúde
42,1982-05-03,Paraná,12108.27,Ensino Médio,0,Solteiro(a),Tecnologia
53,1971-07-20,Paraná,11763.31,Graduação,2,Solteiro(a),Engenharia
47,1977-06-30,Paraná,15315.15,Ensino Fundamental,5,Casado(a),Direito
35,1988-12-06,Pernambuco,14891.77,Ensino Médio,1,Solteiro(a),Engenharia
54,1970-05-08,Santa Catarina,11865.51,Doutorado,1,Solteiro(a),Saúde
30,1994-06-11,Paraná,16582.97,Ensino Fundamental,1,Divorciado(a),Saúde
30,1994-05-02,Amazonas,17652.64,Ensino Médio,2,Solteiro(a),Educação
47,1977-05-14,Ceará,6959.34,Pós-graduação,5,Casado(a),Marketing
43,1981-03-29,Minas Gerais,19705.56,Graduação,5,Viúvo(a),Marketing
25,1999-02-09,Santa Catarina,5597.91,Ensino Médio,2,Casado(a),Tecnologia
47,1976-09-19,Espírito Santo,10153.01,Mestrado,0,Casado(a),Marketing
27,1997-02-12,Mato Grosso do Sul,16549.65,Pós-graduação,3,Divorciado(a),Marketing
35,1989-06-21,Pernambuco,3785.88,Graduação,5,Casado(a),Marketing
18,2006-07-01,São Paulo,11893.0,Mestrado,1,Casado(a),Tecnologia
35,1989-02-22,Distrito Federal,19418.33,Graduação,5,Divorciado(a),Direito
22,2002-05-27,Ceará,12128.18,Doutorado,5,Solteiro(a),Marketing
34,1990-06-08,Acre,11087.43,Ensino Médio,3,Solteiro(a),Tecnologia
24,2000-03-07,Rio Grande do Norte,13148.92,Graduação,5,Solteiro(a),Marketing
37,1987-01-17,Minas Gerais,9522.73,Ensino Fundamental,0,Casado(a),Engenharia
40,1983-10-13,Amazonas,9428.49,Mestrado,3,Casado(a),Finanças
59,1964-11-03,Paraíba,10170.37,Pós-graduação,5,Casado(a),Saúde
52,1971-12-25,Maranhão,15850.02,Ensino Fundamental,3,Casado(a),Direito
28,1996-02-04,São Paulo,16128.39,Doutorado,1,Casado(a),Tecnologia
31,1993-04-23,Maranhão,4957.38,Graduação,5,Casado(a),Direito
37,1987-05-15,Rio de Janeiro,15524.13,Doutorado,0,Viúvo(a),Saúde
23,2001-02-20,Mato Grosso,16196.27,Graduação,5,Solteiro(a),Engenharia
29,1994-12-19,Distrito Federal,13231.79,Ensino Médio,1,Divorciado(a),Engenharia
51,1973-08-19,São Paulo,5460.07,Doutorado,4,Solteiro(a),Direito
42,1982-03-24,Alagoas,7397.29,Ensino Fundamental,0,Divorciado(a),Educação
39,1985-08-01,Espírito Santo,6039.22,Pós-graduação,2,Casado(a),Marketing
23,2001-03-31,Ceará,14686.23,Pós-graduação,5,Casado(a),Educação
22,2001-11-20,Espírito Santo,12514.04,Ensino Fundamental,0,Casado(a),Engenharia
19,2005-07-05,Minas Gerais,12739.61,Ensino Médio,4,Solteiro(a),Finanças
44,1980-07-23,São Paulo,4484.55,Mestrado,1,Divorciado(a),Marketing
37,1987-06-25,São Paulo,6998.66,Pós-graduação,1,Divorciado(a),Direito
46,1977-09-15,Piauí,10030.15,Mestrado,5,Viúvo(a),Finanças
